ABCC5--MRP5,f,98.3,Membrane and cell surface proteins and peptides 
ABCC6--ARA--MRP6,f,98.0,Membrane and cell surface proteins and peptides 
ABCC6--ARA--MRP6,c,95.4,Alpha and beta proteins (a/b) 
ABCC8--HRINS--SUR--SUR1,c,94.9,Alpha and beta proteins (a/b) 
ABCC8--HRINS--SUR--SUR1,f,99.1,Membrane and cell surface proteins and peptides 
ABCC9--SUR2,c,95.3,Alpha and beta proteins (a/b) 
ABCC9--SUR2,f,98.5,Membrane and cell surface proteins and peptides 
ABCD1--ALD,c,96.3,Alpha and beta proteins (a/b) 
ABCD2--ALD1--ALDL1--ALDR--ALDRP,c,95.2,Alpha and beta proteins (a/b) 
ABCD3--PMP70--PXMP1,c,96.5,Alpha and beta proteins (a/b) 
ABCD4--PXMP1L,c,95.8,Alpha and beta proteins (a/b) 
ABCD4--PXMP1L,f,95.3,Membrane and cell surface proteins and peptides 
ABCF1--ABC50,c,96.5,Alpha and beta proteins (a/b) 
ABCF2--HUSSY-18,c,96.7,Alpha and beta proteins (a/b) 
ABCF3,c,96.1,Alpha and beta proteins (a/b) 
ABCG1--ABC8--WHT1,c,96.8,Alpha and beta proteins (a/b) 
ABCG2--ABCP--BCRP--BCRP1--MXR,c,95.7,Alpha and beta proteins (a/b) 
ABCG4--WHITE2,c,96.1,Alpha and beta proteins (a/b) 
ABCG5,c,95.6,Alpha and beta proteins (a/b) 
ABCG8,c,85.6,Alpha and beta proteins (a/b) 
ABHD10,c,98.4,Alpha and beta proteins (a/b) 
ABHD11--WBSCR21--PP1226,c,99.9,Alpha and beta proteins (a/b) 
ABHD12B--C14orf29,c,91.4,Alpha and beta proteins (a/b) 
ABHD12--C20orf22,c,98.2,Alpha and beta proteins (a/b) 
ABHD13--C13orf6,c,99.7,Alpha and beta proteins (a/b) 
ABHD14B--CIB,c,51.2,Alpha and beta proteins (a/b) 
ABHD16A--BAT5--G5--NG26--PP199,c,96.6,Alpha and beta proteins (a/b) 
ABHD16B--C20orf135,c,96.7,Alpha and beta proteins (a/b) 
ABHD17A--C19orf27--FAM108A1,c,53.1,Alpha and beta proteins (a/b) 
ABHD17A--C19orf27--FAM108A1,d,60.7,Alpha and beta proteins (a+b) 
ABHD17A--C19orf27--FAM108A1,g,57.9,Small proteins 
ABHD17B--C9orf77--FAM108B1--CGI-67,c,98.6,Alpha and beta proteins (a/b) 
ABHD17B--C9orf77--FAM108B1--CGI-67,g,59.5,Small proteins 
ABHD17B--C9orf77--FAM108B1--CGI-67,b,53.0,All beta proteins 
ABHD17B--C9orf77--FAM108B1--CGI-67,a,51.0,All alpha proteins 
ABHD17C--FAM108C1,c,98.1,Alpha and beta proteins (a/b) 
ABHD18--C4orf29,c,86.6,Alpha and beta proteins (a/b) 
ABHD18--C4orf29,d,73.0,Alpha and beta proteins (a+b) 
ABHD1--LABH1,c,74.6,Alpha and beta proteins (a/b) 
ABHD2--LABH2,c,97.3,Alpha and beta proteins (a/b) 
ABHD3,c,97.7,Alpha and beta proteins (a/b) 
ABHD3,b,50.9,All beta proteins 
ABHD3,d,53.3,Alpha and beta proteins (a+b) 
ABHD4,c,53.5,Alpha and beta proteins (a/b) 
ABHD4,d,60.3,Alpha and beta proteins (a+b) 
ABHD5--NCIE2--CGI-58,g,72.7,Small proteins 
ABHD5--NCIE2--CGI-58,c,75.0,Alpha and beta proteins (a/b) 
ABHD6,c,58.7,Alpha and beta proteins (a/b) 
ABHD8,c,99.9,Alpha and beta proteins (a/b) 
ABI1--SSH3BP1,b,97.3,All beta proteins 
ABI2--ARGBPIA,b,97.7,All beta proteins 
ABI2--ARGBPIA,c,56.5,Alpha and beta proteins (a/b) 
ABI2--ARGBPIA,a,57.9,All alpha proteins 
ABI3BP--NESHBP--TARSH,b,95.0,All beta proteins 
ABI3--NESH,b,93.8,All beta proteins 
ABL1--ABL--JTK7,d,98.6,Alpha and beta proteins (a+b) 
ABL1--ABL--JTK7,b,98.6,All beta proteins 
ABL2--ABLL--ARG,d,99.7,Alpha and beta proteins (a+b) 
ABL2--ABLL--ARG,b,98.5,All beta proteins 
ABLIM1--ABLIM--KIAA0059--LIMAB1,g,51.5,Small proteins 
ABLIM1--ABLIM--KIAA0059--LIMAB1,e,53.7,Multi-domain proteins (alpha and beta) 
ABLIM1--ABLIM--KIAA0059--LIMAB1,b,64.9,All beta proteins 
ABLIM1--ABLIM--KIAA0059--LIMAB1,a,98.1,All alpha proteins 
ABLIM2--KIAA1808,e,76.7,Multi-domain proteins (alpha and beta) 
ABLIM2--KIAA1808,b,71.2,All beta proteins 
ABLIM2--KIAA1808,d,52.8,Alpha and beta proteins (a+b) 
ABLIM2--KIAA1808,g,63.1,Small proteins 
ABLIM2--KIAA1808,a,98.7,All alpha proteins 
ABLIM3--KIAA0843--HMFN1661,g,68.1,Small proteins 
ABLIM3--KIAA0843--HMFN1661,a,98.4,All alpha proteins 
ABO,c,100.0,Alpha and beta proteins (a/b) 
ABRA,a,62.2,All alpha proteins 
ABR,b,72.5,All beta proteins 
ABR,a,99.9,All alpha proteins 
ABT1,d,59.4,Alpha and beta proteins (a+b) 
ABTB1--BPOZ--PP2259,d,70.3,Alpha and beta proteins (a+b) 
ABTB1--BPOZ--PP2259,a,97.0,All alpha proteins 
ABTB1--BPOZ--PP2259,c,54.4,Alpha and beta proteins (a/b) 
ABTB2,a,99.2,All alpha proteins 
ABTB2,d,98.3,Alpha and beta proteins (a+b) 
ABTB2,g,63.3,Small proteins 
ACAA1--ACAA--PTHIO,c,52.0,Alpha and beta proteins (a/b) 
ACAA1--ACAA--PTHIO,a,51.9,All alpha proteins 
ACAA2,c,68.5,Alpha and beta proteins (a/b) 
ACAA2,a,59.1,All alpha proteins 
ACACA--ACAC--ACC1--ACCA,d,67.1,Alpha and beta proteins (a+b) 
ACACA--ACAC--ACC1--ACCA,c,52.5,Alpha and beta proteins (a/b) 
ACACA--ACAC--ACC1--ACCA,b,88.9,All beta proteins 
ACACB--ACC2--ACCB,d,98.7,Alpha and beta proteins (a+b) 
ACACB--ACC2--ACCB,c,51.3,Alpha and beta proteins (a/b) 
ACACB--ACC2--ACCB,b,50.3,All beta proteins 
ACAD10,d,95.5,Alpha and beta proteins (a+b) 
ACAD10,a,98.1,All alpha proteins 
ACAD10,c,99.5,Alpha and beta proteins (a/b) 
ACAD10,e,99.5,Multi-domain proteins (alpha and beta) 
ACAD11,d,99.3,Alpha and beta proteins (a+b) 
ACAD11,e,99.5,Multi-domain proteins (alpha and beta) 
ACAD11,a,99.1,All alpha proteins 
ACAD8--ARC42--IBD,e,99.9,Multi-domain proteins (alpha and beta) 
ACAD8--ARC42--IBD,c,59.8,Alpha and beta proteins (a/b) 
ACAD8--ARC42--IBD,a,99.9,All alpha proteins 
ACAD8--ARC42--IBD,b,51.8,All beta proteins 
ACAD9,e,99.9,Multi-domain proteins (alpha and beta) 
ACAD9,a,61.3,All alpha proteins 
ACAD9,b,51.4,All beta proteins 
ACADL,e,99.7,Multi-domain proteins (alpha and beta) 
ACADL,a,99.8,All alpha proteins 
ACADM,a,99.8,All alpha proteins 
ACADM,e,99.8,Multi-domain proteins (alpha and beta) 
ACADS,e,99.9,Multi-domain proteins (alpha and beta) 
ACADS,a,99.9,All alpha proteins 
ACADSB,a,99.9,All alpha proteins 
ACADSB,e,99.5,Multi-domain proteins (alpha and beta) 
ACADSB,c,50.8,Alpha and beta proteins (a/b) 
ACADSB,d,54.5,Alpha and beta proteins (a+b) 
ACADVL--VLCAD,a,99.8,All alpha proteins 
ACADVL--VLCAD,e,99.9,Multi-domain proteins (alpha and beta) 
ACAN--AGC1--CSPG1--MSK16,d,98.9,Alpha and beta proteins (a+b) 
ACAN--AGC1--CSPG1--MSK16,g,96.6,Small proteins 
ACAN--AGC1--CSPG1--MSK16,b,96.3,All beta proteins 
ACAP1--CENTB1--KIAA0050,g,59.2,Small proteins 
ACAP1--CENTB1--KIAA0050,a,98.3,All alpha proteins 
ACAP1--CENTB1--KIAA0050,d,73.3,Alpha and beta proteins (a+b) 
ACAP1--CENTB1--KIAA0050,b,98.3,All beta proteins 
ACAP2--CENTB2--KIAA0041,a,98.2,All alpha proteins 
ACAP2--CENTB2--KIAA0041,g,82.0,Small proteins 
ACAP2--CENTB2--KIAA0041,b,69.4,All beta proteins 
ACAP2--CENTB2--KIAA0041,c,52.7,Alpha and beta proteins (a/b) 
ACAP2--CENTB2--KIAA0041,d,98.1,Alpha and beta proteins (a+b) 
ACAP3--CENTB5--KIAA1716,a,99.1,All alpha proteins 
ACAP3--CENTB5--KIAA1716,d,97.7,Alpha and beta proteins (a+b) 
ACAP3--CENTB5--KIAA1716,b,61.2,All beta proteins 
ACAP3--CENTB5--KIAA1716,g,83.6,Small proteins 
ACAT1--ACAT--MAT,c,51.4,Alpha and beta proteins (a/b) 
ACAT1--ACAT--MAT,d,52.7,Alpha and beta proteins (a+b) 
ACAT2--ACTL,c,53.5,Alpha and beta proteins (a/b) 
ACAT2--ACTL,d,55.1,Alpha and beta proteins (a+b) 
ACBD3--GCP60--GOCAP1--GOLPH1,a,98.4,All alpha proteins 
ACBD3--GCP60--GOCAP1--GOLPH1,b,99.8,All beta proteins 
ACBD4--HMFT0700,a,51.0,All alpha proteins 
ACBD5--KIAA1996,a,99.7,All alpha proteins 
ACBD6,a,99.3,All alpha proteins 
ACBD6,c,63.3,Alpha and beta proteins (a/b) 
ACBD6,d,98.9,Alpha and beta proteins (a+b) 
ACBD7,a,62.4,All alpha proteins 
ACCSL,c,84.2,Alpha and beta proteins (a/b) 
ACCS--PHACS,c,99.0,Alpha and beta proteins (a/b) 
ACCS--PHACS,d,54.1,Alpha and beta proteins (a+b) 
ACE--DCP--DCP1,d,85.8,Alpha and beta proteins (a+b) 
ACHE,c,77.9,Alpha and beta proteins (a/b) 
ACIN1--ACINUS--KIAA0670,a,75.6,All alpha proteins 
ACIN1--ACINUS--KIAA0670,d,68.1,Alpha and beta proteins (a+b) 
ACKR1--DARC--FY--GPD,b,52.1,All beta proteins 
ACKR2--CCBP2--CCR10--CMKBR9--D6,f,99.9,Membrane and cell surface proteins and peptides 
ACKR3--CMKOR1--CXCR7--GPR159--RDC1,b,51.9,All beta proteins 
ACKR3--CMKOR1--CXCR7--GPR159--RDC1,f,99.9,Membrane and cell surface proteins and peptides 
ACKR4--CCBP2--CCR11--CCRL1--VSHK1,f,99.9,Membrane and cell surface proteins and peptides 
ACLY,c,95.8,Alpha and beta proteins (a/b) 
ACLY,d,98.2,Alpha and beta proteins (a+b) 
ACLY,a,99.3,All alpha proteins 
ACMSD,c,50.7,Alpha and beta proteins (a/b) 
ACO1--IREB1,c,99.7,Alpha and beta proteins (a/b) 
ACO2,c,99.4,Alpha and beta proteins (a/b) 
ACOT11--BFIT--KIAA0707--THEA,d,97.8,Alpha and beta proteins (a+b) 
ACOT12--CACH--CACH1--STARD15,d,66.0,Alpha and beta proteins (a+b) 
ACOT13--THEM2--HT012--PNAS-27,d,76.4,Alpha and beta proteins (a+b) 
ACOT13--THEM2--HT012--PNAS-27,c,57.4,Alpha and beta proteins (a/b) 
ACOT1--CTE1,c,97.4,Alpha and beta proteins (a/b) 
ACOT1--CTE1,a,51.9,All alpha proteins 
ACOT2--PTE2--PTE2A,c,87.4,Alpha and beta proteins (a/b) 
ACOT2--PTE2--PTE2A,a,52.1,All alpha proteins 
ACOT4--PTE2B--PTEIB,c,95.2,Alpha and beta proteins (a/b) 
ACOT6--C14orf42,c,95.0,Alpha and beta proteins (a/b) 
ACOT7--BACH,b,54.7,All beta proteins 
ACOT7--BACH,d,65.0,Alpha and beta proteins (a+b) 
ACOT7L--BACHL,d,96.9,Alpha and beta proteins (a+b) 
ACOT8--ACTEIII--PTE1--PTE2,d,54.8,Alpha and beta proteins (a+b) 
ACOT8--ACTEIII--PTE1--PTE2,c,51.7,Alpha and beta proteins (a/b) 
ACOT9--CGI-16,d,59.5,Alpha and beta proteins (a+b) 
ACOX1--ACOX,e,95.7,Multi-domain proteins (alpha and beta) 
ACOX1--ACOX,a,99.9,All alpha proteins 
ACOX2,e,100.0,Multi-domain proteins (alpha and beta) 
ACOX2,a,99.7,All alpha proteins 
ACOX3--BRCOX--PRCOX,e,92.9,Multi-domain proteins (alpha and beta) 
ACOX3--BRCOX--PRCOX,a,97.4,All alpha proteins 
ACOXL,a,98.5,All alpha proteins 
ACOXL,e,98.2,Multi-domain proteins (alpha and beta) 
ACP1,c,99.8,Alpha and beta proteins (a/b) 
ACP1,d,59.5,Alpha and beta proteins (a+b) 
ACP1,g,50.6,Small proteins 
ACP1,a,51.6,All alpha proteins 
ACP2,c,100.0,Alpha and beta proteins (a/b) 
ACP5,d,94.6,Alpha and beta proteins (a+b) 
ACP7--PAPL--PAPL1,b,99.3,All beta proteins 
ACP7--PAPL--PAPL1,d,97.3,Alpha and beta proteins (a+b) 
ACPP,c,100.0,Alpha and beta proteins (a/b) 
ACPT,c,100.0,Alpha and beta proteins (a/b) 
ACR--ACRS,b,91.7,All beta proteins 
ACR--ACRS,c,50.4,Alpha and beta proteins (a/b) 
ACRBP,g,52.5,Small proteins 
ACRC,c,50.3,Alpha and beta proteins (a/b) 
ACRC,g,77.8,Small proteins 
ACRC,d,50.8,Alpha and beta proteins (a+b) 
ACRV1,g,66.4,Small proteins 
ACSBG1--BGM--KIAA0631--LPD,e,100.0,Multi-domain proteins (alpha and beta) 
ACSF3--PSEC0197,e,100.0,Multi-domain proteins (alpha and beta) 
ACSL1--FACL1--FACL2--LACS--LACS1--LACS2,c,55.7,Alpha and beta proteins (a/b) 
ACSL1--FACL1--FACL2--LACS--LACS1--LACS2,e,100.0,Multi-domain proteins (alpha and beta) 
ACSL1--FACL1--FACL2--LACS--LACS1--LACS2,d,55.8,Alpha and beta proteins (a+b) 
ACSL3--ACS3--FACL3--LACS3,d,58.5,Alpha and beta proteins (a+b) 
ACSL3--ACS3--FACL3--LACS3,e,100.0,Multi-domain proteins (alpha and beta) 
ACSL4--ACS4--FACL4--LACS4,e,100.0,Multi-domain proteins (alpha and beta) 
ACSL6--ACS2--FACL6--KIAA0837--LACS5,e,100.0,Multi-domain proteins (alpha and beta) 
ACSL6--ACS2--FACL6--KIAA0837--LACS5,c,58.7,Alpha and beta proteins (a/b) 
ACSL6--ACS2--FACL6--KIAA0837--LACS5,d,75.8,Alpha and beta proteins (a+b) 
ACSL6--ACS2--FACL6--KIAA0837--LACS5,b,57.0,All beta proteins 
ACSM1--BUCS1--LAE--MACS1,b,53.3,All beta proteins 
ACSM1--BUCS1--LAE--MACS1,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM2A--ACSM2--MACS2,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM2A--ACSM2--MACS2,b,52.3,All beta proteins 
ACSM2B--ACSM2--HYST1046,b,52.4,All beta proteins 
ACSM2B--ACSM2--HYST1046,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM3--SAH,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM3--SAH,b,50.2,All beta proteins 
ACSM3--SAH,a,65.7,All alpha proteins 
ACSM4,c,50.7,Alpha and beta proteins (a/b) 
ACSM4,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM4,b,50.6,All beta proteins 
ACSM5--MACS3,e,100.0,Multi-domain proteins (alpha and beta) 
ACSM6--C10orf129,e,100.0,Multi-domain proteins (alpha and beta) 
ACSS1--ACAS2L--KIAA1846,e,100.0,Multi-domain proteins (alpha and beta) 
ACSS1--ACAS2L--KIAA1846,c,53.3,Alpha and beta proteins (a/b) 
ACSS2--ACAS2,d,61.5,Alpha and beta proteins (a+b) 
ACSS2--ACAS2,e,100.0,Multi-domain proteins (alpha and beta) 
ACSS3,c,53.2,Alpha and beta proteins (a/b) 
ACSS3,d,78.2,Alpha and beta proteins (a+b) 
ACSS3,e,100.0,Multi-domain proteins (alpha and beta) 
ACTA1--ACTA,c,93.3,Alpha and beta proteins (a/b) 
ACTA2--ACTSA--ACTVS--GIG46,c,93.8,Alpha and beta proteins (a/b) 
ACTB,b,50.4,All beta proteins 
ACTB,c,74.3,Alpha and beta proteins (a/b) 
ACTBL2,c,69.3,Alpha and beta proteins (a/b) 
ACTC1--ACTC,c,59.5,Alpha and beta proteins (a/b) 
ACTG1--ACTG,b,50.1,All beta proteins 
ACTG1--ACTG,c,83.8,Alpha and beta proteins (a/b) 
ACTG2--ACTA3--ACTL3--ACTSG,c,74.1,Alpha and beta proteins (a/b) 
ACTG2--ACTA3--ACTL3--ACTSG,b,50.1,All beta proteins 
ACTL10--C20orf134,c,50.4,Alpha and beta proteins (a/b) 
ACTL10--C20orf134,d,55.2,Alpha and beta proteins (a+b) 
ACTL10--C20orf134,a,60.5,All alpha proteins 
ACTL6A--BAF53--BAF53A--INO80K,c,64.6,Alpha and beta proteins (a/b) 
ACTL6B--ACTL6--BAF53B,c,51.4,Alpha and beta proteins (a/b) 
ACTL7A,d,76.3,Alpha and beta proteins (a+b) 
ACTL7A,c,58.3,Alpha and beta proteins (a/b) 
ACTL7B,c,62.8,Alpha and beta proteins (a/b) 
ACTL8,c,61.4,Alpha and beta proteins (a/b) 
ACTL9--ACTL7C--HSD21,c,51.1,Alpha and beta proteins (a/b) 
ACTN1,a,97.0,All alpha proteins 
ACTN2,a,98.6,All alpha proteins 
ACTN3,a,98.8,All alpha proteins 
ACTN4,a,97.1,All alpha proteins 
ACTR10--ACTR11--ARP11,c,82.5,Alpha and beta proteins (a/b) 
ACTR1A--CTRN1,c,75.0,Alpha and beta proteins (a/b) 
ACTR1B--CTRN2,c,52.6,Alpha and beta proteins (a/b) 
ACTR2--ARP2,c,91.6,Alpha and beta proteins (a/b) 
ACTR2--ARP2,a,51.2,All alpha proteins 
ACTR3--ARP3,c,76.6,Alpha and beta proteins (a/b) 
ACTR3--ARP3,a,51.6,All alpha proteins 
ACTR3B--ARP11--ARP4,c,57.8,Alpha and beta proteins (a/b) 
ACTR3B--ARP11--ARP4,a,53.0,All alpha proteins 
ACTR3B--ARP11--ARP4,d,54.8,Alpha and beta proteins (a+b) 
ACTR3C--ARP11,c,55.9,Alpha and beta proteins (a/b) 
ACTR5--ARP5,c,65.2,Alpha and beta proteins (a/b) 
ACTR5--ARP5,a,54.2,All alpha proteins 
ACTR6--CDA12,c,89.2,Alpha and beta proteins (a/b) 
ACTR6--CDA12,d,51.9,Alpha and beta proteins (a+b) 
ACTR8--ARP8--INO80N,c,53.7,Alpha and beta proteins (a/b) 
ACTRT1--ARPT1--HSD27,c,69.7,Alpha and beta proteins (a/b) 
ACTRT1--ARPT1--HSD27,a,62.9,All alpha proteins 
ACTRT1--ARPT1--HSD27,d,71.0,Alpha and beta proteins (a+b) 
ACTRT2--ARPM2,a,59.0,All alpha proteins 
ACTRT2--ARPM2,c,92.2,Alpha and beta proteins (a/b) 
ACTRT3--ARPM1,c,52.3,Alpha and beta proteins (a/b) 
ACVR1--ACVRLK2,d,99.9,Alpha and beta proteins (a+b) 
ACVR1--ACVRLK2,g,66.8,Small proteins 
ACVR1B--ACVRLK4--ALK4,d,87.0,Alpha and beta proteins (a+b) 
ACVR1B--ACVRLK4--ALK4,g,98.5,Small proteins 
ACVR1B--ACVRLK4--ALK4,b,55.5,All beta proteins 
ACVR1C--ALK7,d,99.5,Alpha and beta proteins (a+b) 
ACVR1C--ALK7,g,98.5,Small proteins 
ACVR2A--ACVR2,g,92.5,Small proteins 
ACVR2A--ACVR2,d,99.9,Alpha and beta proteins (a+b) 
ACVR2B,d,99.8,Alpha and beta proteins (a+b) 
ACVR2B,g,93.6,Small proteins 
ACVRL1--ACVRLK1--ALK1,g,93.8,Small proteins 
ACVRL1--ACVRLK1--ALK1,d,99.9,Alpha and beta proteins (a+b) 
ACY1,c,86.9,Alpha and beta proteins (a/b) 
ACY1,d,97.5,Alpha and beta proteins (a+b) 
ACY3--ASPA2,c,98.9,Alpha and beta proteins (a/b) 
ACYP1--ACYPE,d,99.5,Alpha and beta proteins (a+b) 
ACYP2--ACYP,g,63.3,Small proteins 
ACYP2--ACYP,b,63.4,All beta proteins 
ACYP2--ACYP,d,52.9,Alpha and beta proteins (a+b) 
ADA--ADA1,c,90.6,Alpha and beta proteins (a/b) 
ADA--ADA1,a,73.5,All alpha proteins 
ADAD1--TENR,d,95.6,Alpha and beta proteins (a+b) 
ADAD2--TENRL,d,81.4,Alpha and beta proteins (a+b) 
ADAL,c,60.9,Alpha and beta proteins (a/b) 
ADAM10--KUZ--MADM,g,93.0,Small proteins 
ADAM10--KUZ--MADM,d,72.5,Alpha and beta proteins (a+b) 
ADAM11--MDC,d,99.9,Alpha and beta proteins (a+b) 
