2,Activator of Hsp90 ATPase- Aha1 
6,Acyl-ACP thioesterase-like 
103,Acylamino-acid-releasing enzyme- C-terminal donain 
11,Acyl-carrier protein (ACP) 
15,Acyl-CoA binding protein 
19,acyl-CoA oxidase C-terminal domains 
15,acyl-CoA oxidase N-terminal domains 
16,Acyl-CoA thioesterase 
5,Acylphosphatase-like 
119,AD-003 protein-like 
1,Ada DNA repair protein- N-terminal domain (N-Ada 10) 
3,Adapter protein APS- dimerisation domain 
3,Adaptor protein ClpS (YljA) 
10,Adenain-like 
7,Adenine deaminase 
10,Adenine deaminase-like 
501,Adenosine-5phosphosulfate kinase (APS kinase) 
10,Adenosine/AMP deaminase 
1,Adenovirus hexon 
1,Adenylation domain of NAD+-dependent DNA ligase 
20,Adenylyl and guanylyl cyclase catalytic domain 
35,Adenylyltransferase 
33,A DNA-binding domain in eukaryotic transcription factors 
2,a domain/subunit of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase) 
1,ADP-heptose LPS heptosyltransferase II 
27,ADPRibase-Mn-like 
4,ADP-ribosylating toxins 
4,ADP ribosyl cyclase-like 
3,ADP-ribosylglycohydrolase 
2,ADP-specific Phosphofructokinase/Glucokinase 
1,Aerobic respiration control sensor protein- ArcB 
1,AF0060-like 
1,AF0104-like 
1,AF0587 pre C-terminal domain-like 
2,AF0625-like 
2,AF0751-like 
1,AF0941-like 
2,AF1056-like 
2,AF1104-like 
1,AF1403 C-terminal domain-like 
3,AF1403 N-terminal domain-like 
3,AF1437-like 
2,AF1531-like 
5,AF1782-like 
1,AF2212-like 
2,AFP III-like domain 
1,Agglutinin 
4,AglA-like glucosidase 
2,AgoG-like 
3,Agouti-related protein 
1,AGR_C_3712p-like 
6,A heparin-binding domain 
3,AhpD 
3,AHSA1 domain 
4,Alanine racemase 
11,Alanine racemase-like- N-terminal domain 
12,AlaX-like 
6,AlaX-M N-terminal domain-like 
3,Albumin 1 
177,Alcohol dehydrogenase-like- C-terminal domain 
28,Alcohol dehydrogenase-like- N-terminal domain 
3,Aldehyde ferredoxin oxidoreductase- N-terminal domain 
22,ALDH-like 
44,Aldo-keto reductases (NADP) 
2,Aldose 1-epimerase (mutarotase) 
1,Alginate lyase A1-III 
10,Alkaline phosphatase 
11,AlkB-like 
5,Alkylsulfatase C-terminal domain-like 
16,Alkylsulfatase-like 
192,All0351-like 
2,Allantoicase repeat 
1,Allene oxide synthase 
5,Allosteric threonine deaminase C-terminal domain 
3,alpha-1-3-galactosyltransferase-like 
14,Alpha-2-3/8-sialyltransferase CstII 
1,Alpha-acetolactate decarboxylase-like 
5,Alpha-adaptin ear subdomain-like 
1,alpha-Amylase inhibitor tendamistat 
23,alpha-Amylases- C-terminal beta-sheet domain 
11,alpha-catenin/vinculin 
5,alpha-D-glucuronidase/Hyaluronidase catalytic domain 
2,alpha-D-glucuronidase- N-terminal domain 
7,alpha-D-mannose-specific plant lectins 
4,Alpha-hemoglobin stabilizing protein AHSP 
40,alpha-ketoacid dehydrogenase kinase- C-terminal domain 
6,alpha-ketoacid dehydrogenase kinase- N-terminal domain 
12,Alpha-macroglobulin receptor domain 
6,alpha-mannosidase 
5,alpha-mannosidase- C-terminal domain 
8,alpha-mannosidase- domain 2 
8,alpha-Subunit of urease 
2,alpha-subunit of urease- catalytic domain 
17,Alpha-toxin- C-terminal domain 
1,Alr1493-like 
3,AMB4284-like 
2,Amb V allergen 
9,Ameobapore A 
19,Amidase signature (AS) enzymes 
2,A middle domain of Talin 1 
9,Amidinotransferase 
3,Amine oxidase catalytic domain 
8,Amine oxidase N-terminal region 
148,Aminoacid dehydrogenase-like- C-terminal domain 
2,Aminoacid dehydrogenases 
8,Aminomethyltransferase beta-barrel domain 
7,Aminomethyltransferase folate-binding domain 
5,Aminopeptidase/glucanase lid domain 
3,AMMECR1-like 
5,Ammonium transporter 
7,AMPK-beta glycogen binding domain-like 
2,AMPKBI-like 
4,AmyC N-terminal domain-like 
80,Amylase- catalytic domain 
3,Amyloid beta a4 protein copper binding domain (domain 2) 
53,AN1-like Zinc finger 
4,Anaphylotoxins (complement system) 
2,Anemone pore-forming cytolysin 
6,Animal lipoxigenases 
11,Anion transport protein- cytoplasmic domain 
274,Ankyrin repeat 
17,Annexin 
1,An Obfc1 domain 
104,A novel bacterial esterase 
5,Anthrax toxin lethal factor- N- and C-terminal domains 
3,Antibiotic binding domain of TipA-like multidrug resistance regulators 
41,Antibiotic resistance proteins 
13,Anticodon-binding domain 
20,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases 
17,Anticodon-binding domain of Class II aaRS 
4,Anticodon-binding domain of PheRS 
4,Antifungal peptide 
1,Antifungal protein AFP1 
2,Antifungal protein (AGAFP) 
14,Anti-sigma factor antagonist SpoIIaa 
2,Anti-sigma factor AsiA 
1,Anti-sigma factor FlgM 
1,Antitermination factor NusB 
3,ApaG-like 
1,ApbE-like 
49,APC10-like 
12,APG12-like 
367,APH phosphotransferases 
1,Api92-like 
5,apo-D-alanyl carrier protein 
4,Apolipophorin-III 
26,Apolipoprotein 
1,Apyrase 
18,Aquaporin-like 
46,AraC type transcriptional activator 
6,AraD-like aldolase/epimerase 
37,Arc1p N-terminal domain-like 
4,Archaeal DNA-binding protein 
5,Archaeal ferredoxins 
72,Archaeal histone 
13,Archaeal tRNA CCA-adding enzyme catalytic domain 
1,Archaeal tRNA CCA-adding enzyme substrate-binding domain 
57,Arfaptin- Rac-binding fragment 
5,Arginase-like amidino hydrolases 
1,Arginine decarboxylase 
6,Arginine deiminase 
116,Arginine methyltransferase 
7,Arginine repressor (ArgR)- N-terminal DNA-binding domain 
3,Argininosuccinate synthetase- C-terminal domain 
3,Arginyl-tRNA synthetase (ArgRS)- N-terminal additional domain 
1,ArgJ-like 
16,ARID domain 
1,Aristolochene/pentalenene synthase 
189,Armadillo repeat 
5,Aromatic aminoacid monoxygenases- catalytic and oligomerization domains 
7,Aromatic compound dioxygenase 
33,Aromatic dioxygenase reductase-like 
2,Arp2/3 complex 16 kDa subunit ARPC5 
2,Arp2/3 complex 21 kDa subunit ARPC3 
4,Arp2/3 complex subunits 
10,Arrestin/Vps26-like 
11,ArsC-like 
19,ArsR-like transcriptional regulators 
4,Arterivirus nucleocapsid protein 
4,Arylamine N-acetyltransferase 
111,Arylamine N-methyltransferase 
27,Arylsulfatase 
3,ASF1-like 
29,Asparaginyl hydroxylase-like 
18,Aspartate carbamoyltransferase- Regulatory-chain- C-terminal domain 
1,Aspartate carbamoyltransferase- Regulatory-chain- N-terminal domain 
7,Aspartate/glutamate racemase 
18,Aspartate/ornithine carbamoyltransferase 
2,Aspartate receptor- ligand-binding domain 
6,Aspartokinase allosteric domain-like 
3,Aspartyl dipeptidase PepE 
7,Association domain of calcium/calmodulin-dependent protein kinase type II alpha subunit- CAMK2A 
59,Astacin 
2,AstA-like 
18,AstE/AspA-like 
1,At5g01610-like 
6,At5g01750-like 
31,ATI-like 
1,ATP12-like 
16,ATPase domain of dehydratase reactivase alpha subunit 
37,ATP-binding domain of peptide synthetases 
8,ATP-dependent DNA ligase catalytic domain 
3,ATP-dependent DNA ligase DNA-binding domain 
2,ATP-dependent protease Lon (La)- catalytic domain 
5,ATP-dependent riboflavin kinase-like 
2,AtpF-like 
3,ATP phosphoribosyltransferase (ATP-PRTase- HisG)- regulatory C-terminal domain 
9,ATP sulfurylase catalytic domain 
553,ATP sulfurylase C-terminal domain 
2,ATP sulfurylase N-terminal domain 
1,ATP synthase B chain-like 
1,ATP synthase D chain-like 
4,ATP synthase (F1-ATPase)- gamma subunit 
5,a tRNA synthase domain 
2,Atu0297-like 
10,Atu0492-like 
4,Atu0741-like 
5,Atu0742-like 
4,Atu0744-like 
2,Atu1531-like 
1,Atu1540-like 
106,Atu1826-like 
1,Atu2299-like 
2,Atu2648/PH1033-like 
6,Atu2684-like 
668,Atu3015-like 
3,Autoinducer-2 production protein LuxS 
15,Autoinducer synthetase 
6,Autophagin-like 
1,Ava3019-like 
20,Ava3068-like 
1,Avirulence protein AvrPto 
2,AvrPphF ORF2- a type III effector 
7,AXH domain 
1,B12-dependent (class II) ribonucleotide reductase 
3,B3/B4 domain of PheRS- PheT 
2,B3 DNA binding domain 
6,B56-like 
2,Bacillus cereus metalloprotein-like 
1,Bacillus phage protein 
3,Bacterial aa3 type cytochrome c oxidase subunit IV 
1,Bacterial AB5 toxins- B-subunits 
1,Bacterial ba3 type cytochrome c oxidase subunit IIa 
32,Bacterial dinuclear zinc exopeptidases 
7,Bacterial exopeptidase dimerisation domain 
2,Bacterial fluorinating enzyme- C-terminal domain 
1,Bacterial fluorinating enzyme- N-terminal domain 
7,Bacterial glucoamylase C-terminal domain-like 
2,Bacterial histone-fold protein 
118,Bacterial lipase 
1,Bacterial luciferase (alkanal monooxygenase) 
4,Bacterial muramidase- catalytic domain 
21,Bacterial PLC 
1,Bacterial ribonucleases 
2,Bacterial S-adenosylmethionine decarboxylase 
5,Bacterial tryptophan 2-3-dioxygenase 
10,Bactericidal permeability-increasing protein- BPI 
1,Bacteriophage CII protein 
1,Bacteriorhodopsin-like 
1,Baculovirus p35 protein 
60,BadF/BadG/BcrA/BcrD-like 
9,BAFF receptor-like 
11,BAG domain 
10,BAH domain 
7,BaiE/LinA-like 
11,Band 7/SPFH domain 
69,BAR domain 
5,Barrier-to-autointegration factor- BAF 
2,Barstar-related 
1,Barwin 
5,BB1717-like 
1,BB2672-like 
104,B-box zinc-binding domain 
11,BC1024-like 
105,BC2162-like 
3,BC3264-like 
1,BC4932-like 
38,BC ATP-binding domain-like 
13,BC C-terminal domain-like 
22,Bcl-2 inhibitors of programmed cell death 
30,BC N-terminal domain-like 
6,Bcr-Abl oncoprotein oligomerization domain 
69,BCR-homology GTPase activation domain (BH-domain) 
8,BEACH domain 
21,BED zinc finger 
7,Bee venom hyaluronidase 
23,beta 1-4 galactosyltransferase (b4GalT1) 
6,beta-carbonic anhydrase- cab 
24,beta-CASP RNA-metabolising hydrolases 
3,beta-catenin-interacting protein ICAT 
39,Beta-eliminating lyases 
1,beta-Galactosidase- domain 5 
19,beta-Galactosidase/glucuronidase domain 
7,beta-Galactosidase/glucuronidase- N-terminal domain 
1,Beta-galactosidase LacA- domain 3 
5,Beta-galactosidase LacA- domains 4 and 5 
55,beta-glycanases 
1,beta-Hydroxydecanol thiol ester dehydrase 
12,beta-Lactamase/D-ala carboxypeptidase 
20,beta-lactamase inhibitor protein-II- BLIP-II 
6,beta-N-acetylhexosaminidase catalytic domain 
3,beta-N-acetylhexosaminidase domain 
97,beta-Phosphoglucomutase-like 
7,beta-sandwich domain of Sec23/24 
1,BH2638-like 
1,BH3618-like 
4,BH3980-like 
2,Biliverdin reductase 
1,BiMOP- duplicated molybdate-binding domain 
119,Biotin biosynthesis protein BioH 
47,Biotin dependent carboxylase carboxyltransferase domain 
2,Biotin holoenzyme synthetase 
5,Biotin repressor (BirA) 
22,Biotin repressor-like 
14,Biotin synthase 
16,Biotinyl/lipoyl-carrier proteins and domains 
1,Birnaviridae-like VP 
1,BLES03-like 
17,Blood coagulation inhibitor (disintegrin) 
3,BLRF2-like 
1,BM-002-like 
4,BolA-like 
1,Bowman-Birk inhibitor- BBI 
28,BphP N-terminal domain-like 
10,Branched-chain alpha-keto acid dehydrogenase beta-subunit- C-terminal-domain 
15,Branched-chain alpha-keto acid dehydrogenase PP module 
10,Branched-chain alpha-keto acid dehydrogenase Pyr module 
1,BRCA2 helical domain 
2,BRCA2 tower domain 
29,BRCT domain 
4,Brix domain 
9,BRK domain-like 
47,Bromodomain 
1,Bromoviridae-like VP 
7,BSD domain 
26,BSTI 
30,BT0354 N-terminal domain-like 
5,BT0572-like 
30,BT0820-like 
1,BT0923-like 
11,BT2961-like 
132,BTAD-like 
162,BTB/POZ domain 
11,BTG domain-like 
1,BTV NS2-like ssRNA-binding domain 
1,Bubble protein 
6,BxeB1374-like 
62,C1-like domain 
118,C1 set domains (antibody constant domain-like) 
318,C2HC finger 
376,C2 set domains 
30,C5 cytosine-specific DNA methylase- DCM 
9,C9orf74 homolog 
134,CAC2371-like 
8,CAD domain 
111,Cadherin 
10,CAF1-like ribonuclease 
202,Calbindin D9K 
37,Calcium ATPase- transduction domain A 
33,Calcium ATPase- transmembrane domain M 
310,Calmodulin-like 
4,Calnexin/calreticulin 
17,Calpain large subunit- catalytic domain (domain II) 
13,Calpain large subunit- middle domain (domain III) 
102,Calponin-homology domain- CH-domain 
39,Calsequestrin 
10,CalX-beta domain 
45,cAMP-binding domain 
301,Canonical RBD 
21,CAP C-terminal domain-like 
14,Cap-Gly domain 
4,CAPPD- an extracellular domain of amyloid beta A4 protein 
5,Capz alpha-1 subunit 
3,Capz beta-1 subunit 
2,Carbamate kinase 
10,Carbamilase 
5,Carbamoyl phosphate synthetase- large subunit allosteric- C-terminal domain 
5,Carbamoyl phosphate synthetase- large subunit connection domain 
2,Carbamoyl phosphate synthetase- small subunit N-terminal domain 
5,Carbohydrate binding domain 
139,Carbon-carbon bond hydrolase 
18,Carbonic anhydrase 
2,Carbon monoxide dehydrogenase 
137,Carboxylesterase 
132,Carboxylesterase/lipase 
122,Carboxylesterase/thioesterase 1 
2,Carboxypeptidase inhibitor 
15,Carboxypeptidase regulatory domain 
21,Carboxypeptidase T 
5,Casein kinase II beta subunit 
2,Caspase-activated DNase- CAD (DffB- DFF40) 
24,Caspase catalytic domain 
34,Caspase recruitment domain- CARD 
10,Catalase- C-terminal domain 
8,Catalase-peroxidase KatG 
97,Catalytic- N-terminal domain of histone methyltransferase Dot1l 
14,Catalytic subunit of bi-partite nucleotidyltransferase 
5,Catechol oxidase 
25,Cathelicidin motif 
6,Cation efflux protein cytoplasmic domain-like 
12,Cation efflux protein transmembrane domain-like 
5,CAT-like 
1,CBM11 
1,CBM22 
7,CBM4/9 
206,Cbp40 (plasmodial specific CaII-binding protein LAV1-2) 
34,CBS-domain pair 
3,CC0527-like 
63,CCCH zinc finger 
112,Ccg1/TafII250-interacting factor B (Cib) 
9,CCHHC domain 
5,CCP-like 
3,Cdc48 domain 2-like 
10,Cdc48 N-terminal domain-like 
1,CDH-like 
319,Cell cycle arrest protein BUB3 
30,Cell cycle control phosphatase- catalytic domain 
2,Cell cycle regulatory proteins 
13,Cell cycle transcription factor e2f-dp 
1,Cell-division inhibitor MinC- C-terminal domain 
1,Cellulases catalytic domain 
5,Cellulose-binding domain family III 
1,Cellulose docking domain- dockering 
65,Centromere-binding 
5,Cgl1923-like 
55,Cgl2762-like 
1,ChaB-like 
28,Chalcone synthase-like 
55,Chaperone J-domain 
1,CheC-like 
2,Chemosensory protein Csp2 
1,Chemotaxis protein CheA P1 domain 
106,Chemotaxis receptor methyltransferase CheR- C-terminal domain 
33,CheY-related 
4,CHHC finger 
9,Chitinase insertion domain 
533,Chloramphenicol phosphotransferase 
1,Chlorite dismutase-like 
2,Cholecystokinin A receptor- N-domain 
12,Choline/Carnitine O-acyltransferase 
204,Choline kinase 
5,Chondroitinase B 
1,Chorismate synthase- AroC 
33,Chromo barrel domain 
40,Chromo domain 
2,Chromosomal replication initiation factor DnaA C-terminal domain IV 
7,CHU142-like 
2,ChuX-like 
229,CHY zinc finger 
2,CI-2 family of serine protease inhibitors 
3,Circadian clock protein KaiA- C-terminal domain 
3,Citrate synthase 
22,Class B acid phosphatase- AphA 
47,Class I aldolase 
7,Class I alpha-1;2-mannosidase- catalytic domain 
42,Class I aminoacyl-tRNA synthetases (RS)- catalytic domain 
1269,Classic zinc finger- C2H2 
7,Class I DAHP synthetase 
48,Class I glutamine amidotransferases (GAT) 
37,Class II aminoacyl-tRNA synthetase (aaRS)-like- catalytic domain 
2,Class II FBP aldolase 
7,Class II glutamine amidotransferases 
8,Class III anaerobic ribonucleotide reductase NRDD subunit 
2,Class II MHC-associated invariant chain ectoplasmic trimerization domain 
1,Class II viral fusion proteins C-terminal domain 
9,Clathrin adaptor appendage- alpha and beta chain-specific domain 
79,Clathrin adaptor core protein 
19,Clathrin coat assembly domain 
5,Clathrin heavy-chain linker domain 
15,Clathrin heavy chain proximal leg segment 
3,Clathrin heavy-chain terminal domain 
2,Clavaminate synthase 
9,Clc chloride channel 
3,Cloroperoxidase 
49,Clostridium neurotoxins- the second last domain 
13,Clp protease- ClpP subunit 
17,ClpX chaperone zinc binding domain 
30,CmcI-like 
4,CMD-like 
9,Cna protein B-type domain 
18,CoA-binding domain 
3,CoaB-like 
1,Coagulogen 
5,Coatomer appendage domain 
8,CoA transferase alpha subunit-like 
3,CoA transferase beta subunit-like 
12,CoA-transferase family III (CaiB/BaiF) 
3,CoaX-like 
2,Cobalamin adenosyltransferase 
15,Cobalamin (vitamin B12)-binding domain 
1,Cobalt chelatase CbiK 
1,CobE/GbiG C-terminal domain-like 
16,Co-chaperone p23-like 
3,CO dehydrogenase flavoprotein C-terminal domain-like 
4,CO dehydrogenase flavoprotein N-terminal domain-like 
7,CO dehydrogenase ISP C-domain like 
2,CO dehydrogenase molybdoprotein N-domain-like 
28,Coenzyme PQQ synthesis protein B- PqqB 
20,Cofactor-dependent phosphoglycerate mutase 
1,CofD-like 
1,CofE-like 
13,Cofilin-like 
2,COG3793-like 
71,Cold shock DNA-binding domain-like 
2,Colicin 
1,Colicin D nuclease domain 
1,Colicin E immunity proteins 
20,Colipase-binding domain 
7,Colipase-like 
13,ComEA-like 
3,Comoviridae-like VP 
15,Complement components 
75,Complement control module/SCR domain 
5,Composite domain of glycosyl hydrolase families 5- 30- 39 and 51 
88,COMT-like 
5,Connexin43 
22,Conotoxin 
1,Conserved carboxylase domain 
14,Conserved domain common to transcription factors TFIIS- elongin A- CRSP70 
7,CopG-like 
1,Copper amine oxidase- domain N 
2,Copper resistance protein C (CopC- PcoC) 
3,Coproporphyrinogen III oxidase 
1,CorA soluble domain-like 
5,CorC/HlyC domain-like 
1,Core binding factor beta- CBF 
2,Coronavirus NSP10-like 
41,CO-sensing protein CooA- N-terminal domain 
3,COX17-like 
7,CoxG-like 
1,CPF0428-like 
3,CPH domain 
33,CRAL/TRIO domain 
14,CRAL/TRIO N-terminal domain 
14,Creatinase/aminopeptidase 
11,Creatinase/prolidase N-terminal domain 
6,Cripto EGF-like domain-like 
3,Crisp domain 
1,CRISPR-associated protein 
22,Crotonase-like 
4,Crustacean CHH/MIH/GIH neurohormone 
3,Cryptochrome/photolyase FAD-binding domain 
3,Cryptochrome/photolyase- N-terminal domain 
19,Crystallins/Ca-binding development proteins 
11,CSE2-like 
9,CSL zinc finger 
154,CT2138-like 
4,Ctag/Cox11 
2,C-terminal autoproteolytic domain of nucleoporin nup98 
4,C-terminal domain of adenylylcyclase associated protein 
61,C-terminal domain of adrenodoxin reductase-like 
8,C-terminal domain of alpha and beta subunits of F1 ATP synthase 
1,C-terminal domain of class I lysyl-tRNA synthetase 
1,C-terminal domain of DFF45/ICAD (DFF-C domain) 
1,C-terminal domain of glutamyl-tRNA synthetase (GluRS) 
2,C-terminal domain of Ku80 
3,C-terminal domain of mollusc hemocyanin 
4,C-terminal domain of ProRS 
2,C-terminal domain of ribosomal protein L2 
4,C-terminal domain of RNA polymerase alpha subunit 
6,C-terminal domain of RPA32 
2,C-terminal domain of the electron transfer flavoprotein alpha subunit 
2,C-terminal domain of the rap74 subunit of TFIIF 
11,C-terminal fragment of elongation factor SelB 
12,C-terminal- gelsolin-like domain of Sec23/24 
294,C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase 
43,C-terminal- Zn-finger domain of MutM-like DNA repair proteins 
90,C-type lectin domain 
5,C-type lysozyme 
24,CUE domain 
9,Cullin homology domain 
9,Cullin repeat 
1,CutC-like 
14,CUT domain 
17,Cutinase-like 
7,Cu-Zn superoxide dismutase-like 
1,Cyanovirin-N 
47,Cyclin 
255,Cyclin A/CDK2-associated p19- Skp2 
24,Cyclophilin (peptidylprolyl isomerase) 
1,Cycloviolacin 
63,Cystathionine synthase-like 
27,Cystatins 
2,Cysteine dioxygenase type I 
7,Cysteine-rich DNA binding domain- (DM domain) 
28,Cysteine rich domain 
2,CYTH domain 
12,Cytidine deaminase 
7,Cytidylyltransferase 
14,Cytidylytransferase 
24,Cytochrome b5 
3,Cytochrome b559 subunits 
8,Cytochrome bc1 domain 
3,Cytochrome b of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase) 
7,Cytochrome c1 subunit of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)- transmembrane anchor 
24,Cytochrome c3-like 
12,Cytochrome c-like 
1,Cytochrome c oxidase subunit E 
17,Cytochrome c oxidase Subunit F 
7,Cytochrome c oxidase subunit h 
1,Cytochrome c oxidase subunit III-like 
11,Cytochrome c oxidase subunit II-like- transmembrane region 
1,Cytochrome c oxidase subunit I-like 
3,Cytochrome domain of cellobiose dehydrogenase 
2,Cytochrome f- small domain 
3,Cytochrome f subunit of the cytochrome b6f complex- transmembrane anchor 
80,Cytochrome P450 
12,Cytochrome p450 reductase N-terminal domain-like 
16,Cytoplasmic domain of inward rectifier potassium channel 
1,Cytosine deaminase 
12,Cytosine deaminase catalytic domain 
7,Dachshund-homology domain 
1,DAK1 
4,D-Alanine ligase N-terminal domain 
6,D-aminoacid aminotransferase-like PLP-dependent enzymes 
8,D-aminoacid oxidase-like 
99,D-aminoacid oxidase- N-terminal domain 
10,D-aminoacylase 
3,D-aminoacylase- catalytic domain 
1,D-aminopeptidase- middle and C-terminal domains 
72,DBL homology domain (DH-domain) 
2,Dcp1 
4,Dcp2 box A domain 
49,DEATH domain- DD 
8,DEATH effector domain- DED 
14,Decarboxylase 
42,Defensin 
1,DegV-like 
2,Dehydratase-reactivating factor beta subunit 
3,Dehydroquinate synthase- DHQS 
5,DEK C-terminal domain 
2,delta-Endotoxin- C-terminal domain 
1,delta-Endotoxin (insectocide)- middle domain 
1,delta-Endotoxin (insectocide)- N-terminal domain 
1,Dendroaspin 
22,DeoB catalytic domain-like 
22,Deoxycytidylate deaminase-like 
1,Deoxyhypusine synthase- DHS 
26,DEP domain 
12,Desulforedoxin 
1,Dextranase- N-terminal domain 
24,D-glucarate dehydratase-like 
2,Dhaf3308-like 
2,DhaL-like 
1,DhaM-like 
1,DHN aldolase/epimerase 
26,Diacylglycerol kinase-like 
9,Diaminopimelate epimerase 
11,Diap1 N-terninal region-like 
96,Dienelactone hydrolase 
10,Di-heme cytochrome c peroxidase 
7,Di-heme cytochrome c SoxA 
34,Di-heme elbow motif 
10,Dihydrodipicolinate reductase-like 
7,Dihydrofolate reductases 
9,Dihydroorotase 
22,Dihydroorotate dehydrogenase B- PyrK subunit 
8,Dihydropteroate synthetase 
2,Dihydropyrimidine dehydrogenase- N-terminal domain 
1,Dimeric chorismate mutase 
9,Dimeric isocitrate & isopropylmalate dehydrogenases 
1,Dimerisation domain of CENP-B 
20,Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit 
3,Dimerization cofactor of HNF-1 alpha 
4,Dimethylarginine dimethylaminohydrolase DDAH 
4,DinB-like 
2,Dinoflagellate luciferase repeat 
2,Dipeptidyl peptidase I (cathepsin C)- exclusion domain 
27,Discoidin domain (FA58C- coagulation factor 5/8 C-terminal domain) 
1,Dissimilatory sulfite reductase DsvD 
5,Divalent ion tolerance proteins CutA (CutA1) 
7,DIX domain 
13,DJ-1/PfpI 
5,D-lactate dehydrogenase 
4,DLC 
1,D-lysine 5-6-aminomutase alpha subunit- KamD 
2,D-lysine 5-6-aminomutase beta subunit KamE- N-terminal domain 
1,DmpA-like 
2,DmpG/LeuA communication domain-like 
2,DNA-binding domain from NDT80 
2,DNA-binding domain from rap30 
2,DNA-binding domain from tn916 integrase 
1,DNA-binding domain of Mlu1-box binding protein MBP1 
32,DNA-binding domain of rap1 
3,DNA-binding domain of REP protein 
3,DNA-binding domain of retroviral integrase 
47,DNA-binding domain of telomeric protein 
20,DNA-binding N-terminal domain of transcription activators 
3,DNA-binding protein AlbA 
6,DNA-binding protein LAG-1 (CSL) 
15,DNA-binding protein Mj223 
5,DNA-binding protein Tfx 
4,DNA damage-inducible protein DinI 
29,DNA double-strand break repair nuclease 
40,DNA gyrase/MutL- N-terminal domain 
10,DNA gyrase/MutL- second domain 
2,DNA helicase RuvA subunit- C-terminal domain 
8,DNA helicase RuvA subunit- middle domain 
136,DNA helicase UvsW 
13,DnaJ/Hsp40 cysteine-rich domain 
27,DNA ligase 
6,DNA ligase/mRNA capping enzyme postcatalytic domain 
83,DNA methylase TaqI- N-terminal domain 
3,DNA mismatch repair protein MutL 
10,DNA polymerase beta-like 
7,DNA polymerase beta-like- second domain 
10,DNA polymerase beta- N-terminal domain-like 
